slug	field	width	height	ratio	url
shrine-of-bibi-pak-daman	Image 3	899	1599	0.5622	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-03.jpg
shrine-of-bibi-pak-daman	Image 4	899	1599	0.5622	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-04.jpg
shrine-of-bibi-pak-daman	Image 5	899	1599	0.5622	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-07.jpg
shrine-of-bibi-pak-daman	Image 6	720	540	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-02.jpg
shrine-of-bibi-pak-daman	Image 7	899	1599	0.5622	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-05.jpg
shrine-of-fariduddin-ganjshakar	Image 1	2205	1703	1.2948	https://upload.wikimedia.org/wikipedia/commons/0/0c/Darbar_Hazrat_Baba_Farid_ud_Deen_Ganj_Shakar_Rahmatullah_Alaih_-_panoramio.jpg
shrine-of-ganj-e-inayat-sarkar	Image 1	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-01.jpg
shrine-of-ganj-e-inayat-sarkar	Image 2	1045	1435	0.7282	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-02.jpg
shrine-of-ganj-e-inayat-sarkar	Image 3	1200	1600	0.7500	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-03.jpg
shrine-of-ganj-e-inayat-sarkar	Image 4	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-04.jpg
shrine-of-ganj-e-inayat-sarkar	Image 5	1200	1600	0.7500	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-05.jpg
shrine-of-ganj-e-inayat-sarkar	Image 6	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-06.jpg
shrine-of-ganj-e-inayat-sarkar	Image 7	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-07.jpg
shrine-of-ganj-e-inayat-sarkar	Image 8	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-08.jpg
shrine-of-ganj-e-inayat-sarkar	Image 9	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-09.jpg
shrine-of-hafiz-muhammad-jamal-multani	Image 1	2824	1883	1.4997	https://commons.wikimedia.org/wiki/Special:FilePath/Shrine_of_Hazrat_Hafiz_Muhammad_Jamal_Multani_by_Usman_ghani.jpg
shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar	Image 1	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-01.jpg
shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar	Image 2	1200	1600	0.7500	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-02.jpg
shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar	Image 3	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-03.jpg
shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar	Image 4	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-04.jpg
shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar	Image 5	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-05.jpg
shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar	Image 6	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-06.jpg
shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar	Image 7	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-07.jpg
shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar	Image 8	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-08.jpg
shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar	Image 9	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-09.jpg
shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar	Image 10	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-10.jpg
shrine-of-hazrat-shah-ali-akbar-shah-ali-akbar-shamsi	Image 1	5760	3840	1.5000	https://commons.wikimedia.org/wiki/Special:FilePath/Tomb_of_Shah_Ali_Akbar.jpg
shrine-of-hazrat-shah-ali-akbar-shah-ali-akbar-shamsi	Image 2	5312	2988	1.7778	https://commons.wikimedia.org/wiki/Special:FilePath/Inner_view_of_Tomb_of_Shah_Ali_Akbar,_Multan.jpg
shrine-of-imam-ali-ul-haq	Image 1	600	450	1.3333	https://www.thpsc.com/wp-content/uploads/2015/03/Imam-Ali-ul-Haq-shrine.jpg
shrine-of-jalaluddin-surkh-posh-bukhari-jalaluddin-bukhari	Image 1	4160	3120	1.3333	https://commons.wikimedia.org/wiki/Special:FilePath/Shrine_of_Hazrat_Jalaluddin_Bukhari_inside.jpg
shrine-of-lakhi-shah-saddar	Image 1	1404	720	1.9500	https://upload.wikimedia.org/wikipedia/commons/d/d5/Shrine_of_Lucky_Shah_Sadar.jpg
shrine-of-makhdoom-jahaniyan-jahangasht	Image 1	4896	3672	1.3333	https://commons.wikimedia.org/wiki/Special:FilePath/Darbar_Makhdoom_Jahaniyan_Jahangasht.jpg
shrine-of-mauj-darya-bukhari	Image 1	4000	3000	1.3333	https://commons.wikimedia.org/wiki/Special:FilePath/Shrine_of_Mauj_Darya,_Lahore.JPG
shrine-of-mian-mir	Image 1	3307	2750	1.2025	https://commons.wikimedia.org/wiki/Special:FilePath/Shrine_of_Sufi_Mian_Mir,_Lahore.jpg
shrine-of-mian-umar-baba-chamkani	Image 1	600	450	1.3333	https://commons.wikimedia.org/wiki/Special:FilePath/Mia_Umar_Baba_Chamkani_Shrine.jpg
shrine-of-miran-hussain-zanjani-zanjani-sahib	Image 1	8000	6000	1.3333	https://commons.wikimedia.org/wiki/Special:FilePath/Miran_Hussain_Zanjani_6.jpg
shrine-of-miran-hussain-zanjani-zanjani-sahib	Image 2	6000	8000	0.7500	https://commons.wikimedia.org/wiki/Special:FilePath/Miran_Hussain_Zanjani_8.jpg
shrine-of-peer-makki	Image 1	1600	894	1.7897	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-01.jpg
shrine-of-peer-makki	Image 2	1600	914	1.7505	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-02.jpg
shrine-of-peer-makki	Image 3	1600	1164	1.3746	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-03.jpg
shrine-of-peer-makki	Image 4	1600	904	1.7699	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-04.jpg
shrine-of-peer-makki	Image 5	1600	892	1.7937	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-05.jpg
shrine-of-peer-makki	Image 6	1600	1063	1.5052	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-06.jpg
shrine-of-peer-makki	Image 7	1600	892	1.7937	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-07.jpg
shrine-of-peer-makki	Image 8	1600	876	1.8265	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-08.jpg
shrine-of-peer-makki	Image 9	1600	878	1.8223	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-09.jpg
shrine-of-peer-makki	Image 10	1480	728	2.0330	https://raufnawaz.github.io/Sufi-Shrines/photos/peer-makki/peer-makki-10.jpg
shrine-of-pir-baba-syed-ali-tirmizi	Image 1	1024	768	1.3333	https://commons.wikimedia.org/wiki/Special:FilePath/Pir_Baba_Buner.jpg
shrine-of-pir-baba-syed-ali-tirmizi	Image 2	1080	716	1.5084	https://commons.wikimedia.org/wiki/Special:FilePath/Pir_Baba_masjid.jpg
shrine-of-pir-mangho	Image 1	2500	1407	1.7768	https://images.squarespace-cdn.com/content/v1/605a3b99f28979644c432614/93b93408-3d24-4fc4-840e-f9b4c5b887b3/Mangho+Pir%2C+Karachi+Ecology+%282%29.jpg
shrine-of-pir-sher-muhammad	Image 1	246	205	1.2000	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgWWjg1tPCTJXuWHb0KlZ7wWNHp45BlMnGvywm4uMIJCRCKh24H5yDkwi3ZeHezZmE0O-8uB9Qt3EiOs3fXQvoA6M93NWrsO2pxqaJwzOgrhWtdzoNabsUrV7FpJ3hrCyCwisARl1s-xbU/s1600/sher.jpg
shrine-of-qalandar-baba-auliya	Image 1	600	450	1.3333	https://i.tribune.com.pk/media/images/5-1525427764/5-1525427764.jpg
shrine-of-shah-abdul-karim-bulri	Image 1	1800	900	2.0000	https://commons.wikimedia.org/wiki/Special:FilePath/Shah_Abdul_Karim_Bulri.jpg
shrine-of-shah-inayat-qadiri	Image 1	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-01.jpg
shrine-of-shah-inayat-qadiri	Image 2	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-02.jpg
shrine-of-shah-inayat-qadiri	Image 3	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-03.jpg
shrine-of-shah-inayat-qadiri	Image 4	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-04.jpg
shrine-of-shah-inayat-qadiri	Image 5	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-05.jpg
shrine-of-shah-inayat-qadiri	Image 6	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-06.jpg
shrine-of-shah-inayat-qadiri	Image 7	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-07.jpg
shrine-of-shah-inayat-qadiri	Image 8	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-08.jpg
shrine-of-shah-inayat-qadiri	Image 9	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-09.jpg
shrine-of-shah-inayat-qadiri	Image 10	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-inayat-qadri-shattari/shah-inayat-qadri-shattari-10.jpg
shrine-of-shah-jamal	Image 1	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-01.jpg
shrine-of-shah-jamal	Image 2	1200	1600	0.7500	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-02.jpg
shrine-of-shah-jamal	Image 3	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-03.jpg
shrine-of-shah-jamal	Image 4	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-04.jpg
shrine-of-shah-jamal	Image 5	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-05.jpg
shrine-of-shah-jamal	Image 6	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-06.jpg
shrine-of-shah-jamal	Image 7	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-07.jpg
shrine-of-shah-jamal	Image 8	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-08.jpg
shrine-of-shah-jamal	Image 9	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-09.jpg
shrine-of-shah-jamal	Image 10	1600	1200	1.3333	https://raufnawaz.github.io/Sufi-Shrines/photos/shah-jamal/shah-jamal-10.jpg
shrine-of-shah-rukn-e-alam	Image 1	2468	2064	1.1957	https://upload.wikimedia.org/wikipedia/commons/7/7c/Tomb_of_Shah_Rukn-e-Alam_2014-07-31.jpg
shrine-of-shah-shams-ud-din-sabzwari	Image 1	3126	4689	0.6667	https://upload.wikimedia.org/wikipedia/commons/d/d6/Shrine_of_Hazrat_Shah_Shams_ud_din_Sabzwari.jpg
shrine-of-shah-yusaf-gardez	Image 1	4000	3000	1.3333	https://upload.wikimedia.org/wikipedia/commons/b/b7/Tomb_of_Shah_Yousuf_Gardezi_Multan.jpg
shrine-of-syed-musa-pak	Image 1	700	390	1.7949	https://www.thenews.com.pk/assets/uploads/akhbar/2024-11-21/l_1253233_045343_updates.jpg
sial-sharif	Image 1	1000	522	1.9157	https://merasargodha.com/wp-content/uploads/SialSharif.jpg
tilla-jogian	Image 1	4000	3000	1.3333	https://commons.wikimedia.org/wiki/Special:FilePath/Tilla_Jogyan_temple_ruins_archway.jpg
tomb-of-allama-iqbal-mazar-e-iqbal	Image 1	1600	935	1.7112	https://raufnawaz.github.io/Sufi-Shrines/photos/mazar-e-iqbal/mazar-e-iqbal-01.jpg
tomb-of-allama-iqbal-mazar-e-iqbal	Image 2	1600	878	1.8223	https://raufnawaz.github.io/Sufi-Shrines/photos/mazar-e-iqbal/mazar-e-iqbal-02.jpg
tomb-of-allama-iqbal-mazar-e-iqbal	Image 3	1600	868	1.8433	https://raufnawaz.github.io/Sufi-Shrines/photos/mazar-e-iqbal/mazar-e-iqbal-03.jpg
tomb-of-allama-iqbal-mazar-e-iqbal	Image 4	1362	735	1.8531	https://raufnawaz.github.io/Sufi-Shrines/photos/mazar-e-iqbal/mazar-e-iqbal-04.jpg
tomb-of-allama-iqbal-mazar-e-iqbal	Image 5	1600	889	1.7998	https://raufnawaz.github.io/Sufi-Shrines/photos/mazar-e-iqbal/mazar-e-iqbal-05.jpg
tomb-of-allama-iqbal-mazar-e-iqbal	Image 6	1600	905	1.7680	https://raufnawaz.github.io/Sufi-Shrines/photos/mazar-e-iqbal/mazar-e-iqbal-06.jpg
tomb-of-allama-iqbal-mazar-e-iqbal	Image 7	1600	849	1.8846	https://raufnawaz.github.io/Sufi-Shrines/photos/mazar-e-iqbal/mazar-e-iqbal-07.jpg
tomb-of-allama-iqbal-mazar-e-iqbal	Image 8	1600	910	1.7582	https://raufnawaz.github.io/Sufi-Shrines/photos/mazar-e-iqbal/mazar-e-iqbal-08.jpg
tomb-of-allama-iqbal-mazar-e-iqbal	Image 9	1600	880	1.8182	https://raufnawaz.github.io/Sufi-Shrines/photos/mazar-e-iqbal/mazar-e-iqbal-09.jpg
tomb-of-allama-iqbal-mazar-e-iqbal	Image 10	1065	1142	0.9326	https://raufnawaz.github.io/Sufi-Shrines/photos/mazar-e-iqbal/mazar-e-iqbal-10.jpg
tomb-of-baha-al-halim-uch-sharif	Image 1	4057	3025	1.3412	https://commons.wikimedia.org/wiki/Special:FilePath/Side_view_of_tomb_-_Shrine_of_Baha%27al-Halim.jpg
tomb-of-javindi-bibi	Image 1	1024	768	1.3333	https://live.staticflickr.com/2264/2536748069_c33904a715_b.jpg
tomb-of-qutbuddin-aibak	Image 2	3000	4000	0.7500	https://commons.wikimedia.org/wiki/Special:FilePath/Tomb%20of%20Sultan%20Qutb%20al-Din%20Aibak.jpg
tomb-of-ustad-nuriya	Image 1	7292	4867	1.4983	https://commons.wikimedia.org/wiki/Special:FilePath/Shrine_of_Nuriya_Uch_Sharif.jpg
umarkot-amarkot-shiv-mandir	Image 1	5184	3456	1.5000	https://commons.wikimedia.org/wiki/Special:FilePath/Shiv_Mandir_Umerkot.jpg
wadpagga-sharif	Image 1	3066	1863	1.6457	https://upload.wikimedia.org/wikipedia/commons/d/d7/Shrine_of_Jalaluddin_Bukhari_-_exterior_of_mosque.jpg
