shrine	column	url	status	content_type	final_url	note	attempts	verdict
Gurdwara Babay De Ber	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Main_Deewan_Hall_view_Gurudwara_Beri_Sahib_Sialkot_Punjab_Pakistan.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/d/d2/Main_Deewan_Hall_view_Gurudwara_Beri_Sahib_Sialkot_Punjab_Pakistan.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Gurdwara Balila Sahib (Bal Lila Sahib)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Photograph_of_Gurdwara_Bal_Leela_Sahib,_by_Dhanna_Singh_Chahal_'Patialvi',_1_October_1933.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/a/aa/Photograph_of_Gurdwara_Bal_Leela_Sahib%2C_by_Dhanna_Singh_Chahal_%27Patialvi%27%2C_1_October_1933.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Gurdwara Bhai Joga Singh	Image 1	https://www.sikhiwiki.org/images/f/f0/Jogasingh_aw.jpg	206	image/jpeg			1	alive
Gurdwara Chakki Sahib	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Photograph_of_Guru_Nanak%27s_%22chakki%22_%28hand-millstone%29_relic_at_Gurdwara_Chakki_Sahib%2C_Eminabad%2C_taken_by_Dhanna_Singh_Chahal_%27Patialvi%27%2C_4_October_1932.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/d/d2/Photograph_of_Guru_Nanak%27s_%22chakki%22_%28hand-millstone%29_relic_at_Gurdwara_Chakki_Sahib%2C_Eminabad%2C_taken_by_Dhanna_Singh_Chahal_%27Patialvi%27%2C_4_October_1932.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Gurdwara Darbar Sahib Kartarpur	Image 1	https://upload.wikimedia.org/wikipedia/commons/6/66/Gurdwara_Darbar_Sahib_Kartarpur_04.jpg	206	image/jpeg			1	alive
Gurdwara Dera Sahib	Image 1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Gurdwara_Dera_Sahib_Lahore.jpg/330px-Gurdwara_Dera_Sahib_Lahore.jpg	206	image/jpeg			1	alive
Gurdwara Guru Ram Das Ji	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Gurudwara_Ram_Das,_Lahore.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/f/fe/Gurudwara_Ram_Das%2C_Lahore.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Gurdwara Panja Sahib	Image 1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/PanjaSahibHasanAbdal.jpg/330px-PanjaSahibHasanAbdal.jpg	206	image/jpeg			1	alive
Gurdwara Patshahi Chhevin (Hadiara), Lahore	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Mural_depicting_the_Battle_of_Kartarpur_(April_1635)_from_Gurdwara_Chhevin_Patshahi,_Hadiara,_Lahore_district.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/e/ea/Mural_depicting_the_Battle_of_Kartarpur_%28April_1635%29_from_Gurdwara_Chhevin_Patshahi%2C_Hadiara%2C_Lahore_district.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Gurdwara Rori Sahib	Image 1	https://dvncorestorageprod.blob.core.windows.net/files/page/166/Image/Rori%20Sahib_20240830070623556.jpg	206	image/jpeg			1	alive
Gurdwara Sacha Sauda	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Photograph_of_Gurdwara_Khara_Sauda_in_Chuhar_Kana,_Sheikhupura_district,_commonly_known_as_'Gurdwara_Sacha_Sauda',_taken_by_Dhanna_Singh_Chahal_'Patialvi'_on_21_October_1933.jpg	404	text/html	https://commons.wikimedia.org/wiki/Special:Redirect/file/Photograph_of_Gurdwara_Khara_Sauda_in_Chuhar_Kana,_Sheikhupura_district,_commonly_known_as_%27Gurdwara_Sacha_Sauda%27,_taken_by_Dhanna_Singh_Chahal_%27Patialvi%27_on_21_October_1933.jpg		1	DEAD
Gurdwara Sahib Saidpur (Guru Nanak Dev Ji)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Gurdwara_in_Saidpur_ICT_20180515134753_IMG_0331.jpg	429	text/html	https://upload.wikimedia.org/wikipedia/commons/3/33/Gurdwara_in_Saidpur_ICT_20180515134753_IMG_0331.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	unknown
Gurdwara Shaheed Bhai Taru Singh	Image 1	https://www.discoversikhism.com/images/gurdwara/gurdwara_sri_shaheed_ganj_bhai_taru/gurdwara_sri_shaheed_ganj_bhai_taru1.jpg	206	image/jpeg			1	alive
Gurdwara Sri Kiara Sahib	Image 1	https://www.discoversikhism.com/images/gurdwara/gurdwara_sri_kiara_sahib/gurdwara_sri_kiara_sahib1.jpg	206	image/jpeg			1	alive
Gurudwara Janam Asthan Nankana Sahib	Image 1	https://upload.wikimedia.org/wikipedia/commons/8/85/Gurdwara_Janam_Asthan_%28151717%29.jpg	206	image/jpeg			4	alive
Kalat Kali Temple	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Kalat_Kali_Temple_at_Kalat_City.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/9/92/Kalat_Kali_Temple_at_Kalat_City.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Kalka Cave Temple (Asthan of Kalka Devi)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Kalka_Cave_Temple_by_Usma_Ghani.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/d/d6/Kalka_Cave_Temple_by_Usma_Ghani.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		1	alive
Katas Raj Temples	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Katas_Raj_temples.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/0/0a/Katas_Raj_temples.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Khatwari Darbar, Shikarpur	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Fresco_depicting_Bhai_Khanaiya_meeting_Guru_Gobind_Singh_from_Sri_Khat_Wari_Darbar%2C_Shikarpur%2C_Sindh.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/0/01/Fresco_depicting_Bhai_Khanaiya_meeting_Guru_Gobind_Singh_from_Sri_Khat_Wari_Darbar%2C_Shikarpur%2C_Sindh.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Krishna Mandir (Kabari Bazar)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Shikara_of_Shri_Krishna_Mandir_Rawalpindi.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/d/d8/Shikara_of_Shri_Krishna_Mandir_Rawalpindi.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Krishna Mandir (Ravi Road)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Krishna_Mandir,_Lahore.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/4/40/Krishna_Mandir%2C_Lahore.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Lal Shahbaz Qalandar	Image 1	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Shrine_Lal_Shahbaz_Qalandar%2C_Sehwan_Shareef%2C_Sindh%2C_Pakistan.jpg/500px-Shrine_Lal_Shahbaz_Qalandar%2C_Sehwan_Shareef%2C_Sindh%2C_Pakistan.jpg	206	image/jpeg			3	alive
Langer Makhdoom	Image 1	https://live.staticflickr.com/8098/8422587223_6782e83476_z.jpg	200	image/jpeg			1	alive
Loh Temple (Lava Temple)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Temple_associated_with_Loh.JPG	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/0/04/Temple_associated_with_Loh.JPG?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Mausoleum of Waris Shah	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of_the_Punjabi_poet_Waris_Shah_(Lahore,_ca.1859).jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/d/db/Portrait_of_the_Punjabi_poet_Waris_Shah_%28Lahore%2C_ca.1859%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Mazar of Bulleh Shah	Image 1	https://upload.wikimedia.org/wikipedia/commons/f/f8/Shrine_Hazrat_Baba_Bulleh_Shah.jpg	206	image/jpeg			3	alive
Mithankot (Kot Mithan)	Image 1	https://upload.wikimedia.org/wikipedia/commons/e/e7/Tomb_of_Khwaja_Ghulam_Farid.jpg	206	image/jpeg			3	alive
Mohra Sharif (Khanqah)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Darbar_e_aliya_mohra_sharif.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/e/e9/Darbar_e_aliya_mohra_sharif.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Nagarparkar Jain Temples (Nagarparkar Cultural Landscape)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Bhodesar_temple,_Nagarparkar.JPG	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/e/ee/Bhodesar_temple%2C_Nagarparkar.JPG?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Parnami Mandir	Image 1	https://maariawaseem.wordpress.com/wp-content/uploads/2021/02/img_2918.jpg?w=1440&h=1200&crop=1	206	image/jpeg			1	alive
Prahladpuri Temple	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Prahladpuri_Temple_View.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/e/ed/Prahladpuri_Temple_View.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Ram Mandir, Saidpur (Ram Kund Mandir)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/The_Hindu_Temple_at_Saidur_Village.JPG	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/6/65/The_Hindu_Temple_at_Saidur_Village.JPG?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Ramapir Temple, Tando Allahyar	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/RAMAPIR_TEMPLE_TANDOALLAHYAR.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/2/28/RAMAPIR_TEMPLE_TANDOALLAHYAR.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		1	alive
Ranmal Sharif	Image 1	https://mbdin.com/wp-content/uploads/2020/05/village-ranmal.jpg	206	image/jpeg			1	alive
Sadh Belo (Sadh Belo Island Temple)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/A_woman_reciting_the_Gita_at_the_Sadh_Belo_temple_on_the_special_occasion_of_the_150th_death_anniversary_of_Baba_Bhankandi_Maharaj.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/e/e4/A_woman_reciting_the_Gita_at_the_Sadh_Belo_temple_on_the_special_occasion_of_the_150th_death_anniversary_of_Baba_Bhankandi_Maharaj.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		1	alive
Sakhi Sarwar	Image 1	https://i.dawn.com/large/2014/04/534cf2d7bc3ab.jpg	206	image/jpeg			1	alive
Samadhi of Maharaja Ranjit Singh	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Samadhi%20of%20Ranjit%20Singh%20123.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/0/09/Samadhi_of_Ranjit_Singh_123.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Shah Noorani Shrine (Syed Bilawal Shah Noorani)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Mazar_Noorani_Shah_Baba_Balochistan_-_panoramio.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/b/bd/Mazar_Noorani_Shah_Baba_Balochistan_-_panoramio.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Shah Yousuf	Image 1	https://api.salampakistan.gov.pk/photo-1626121387010.jpeg	200	image/jpeg			1	alive
Shahwala Teja Singh Mandir	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Shawala_Teja_Singh_Temple,_Sialkot.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/7/71/Shawala_Teja_Singh_Temple%2C_Sialkot.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Shaktipeeth Shri Hinglaj Mata Mandir	Image 1	https://static.toiimg.com/thumb/msid-109525095,width-1280,height-720,imgsize-210290,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg	206	image/jpeg			1	alive
Shamsabad	Image 1	https://miro.medium.com/1*eyT2zQwnT7gT4J6YiR_xIQ.jpeg	206	image/jpeg	https://miro.medium.com/v2/1*eyT2zQwnT7gT4J6YiR_xIQ.jpeg		1	alive
Sharada Peeth	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Shardah_Peeth,_Neelum_Valley,_Azad_Kashmir.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/b/be/Shardah_Peeth%2C_Neelum_Valley%2C_Azad_Kashmir.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Shergarh	Image 1	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiqCSqLOfY4b3GWljdX3Pd6G8q5Hi06Dvh4PBflpT6jQQHnl67K5bGoGv6TXuGu0vO-ehaXvsTu5fX0YbcZrjO_mnbZySI4Y1AUocy-ykeYK1-zQrNjP7ZL80JzTv1cSaX3eDnq4bYI8NQ/w1200-h630-p-k-no-nu/DSC_8686.jpg	206	image/jpeg			1	alive
Shiv Mandir Chiti Ghati	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Mansehra_Shiva_Temple.jpg	429	text/html	https://upload.wikimedia.org/wikipedia/commons/6/6a/Mansehra_Shiva_Temple.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	unknown
Shree Ratneshwar Mahadev Temple, Karachi	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/The_remains_of_a_Hindu_Temple,near_Jehangir_Kothari_Parade.JPG	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/3/32/The_remains_of_a_Hindu_Temple%2Cnear_Jehangir_Kothari_Parade.JPG?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		1	alive
Shri Laxmi Narayan Mandir (Native Jetty Bridge)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Shri_Laxmi_Narayan_Mandir.JPG	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/c/c4/Shri_Laxmi_Narayan_Mandir.JPG?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		1	alive
Shri Panchmukhi Hanuman Mandir (Karachi)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Punchamukhi_Hanuman_Temple_1.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/8/86/Punchamukhi_Hanuman_Temple_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
Shri Swaminarayan Mandir, Karachi	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Karachi_Mandir.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/e/e5/Karachi_Mandir.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		1	alive
Shri Varun Dev Mandir	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Mandir_tower.JPG	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/b/be/Mandir_tower.JPG?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Shrine at Odero Lal (Udero Lal Teerath Asthan)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Shrine_at_Odero_Lal.jpg	429	text/html	https://upload.wikimedia.org/wikipedia/commons/3/3b/Shrine_at_Odero_Lal.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	unknown
Shrine of Abdullah Shah Ghazi	Image 1	https://upload.wikimedia.org/wikipedia/commons/4/46/Abdullah_Shah_Ghazi_Mausoleum_%28Pic2%29.jpg	206	image/jpeg			1	alive
Shrine of Abul Faiz Qalander Ali Suharwardi	Image 1	https://raufnawaz.github.io/Sufi-Shrines/photos/abul-faiz-qalander-ali-suharwardi/abul-faiz-qalander-ali-suharwardi-01.jpg	206	image/jpeg			1	alive
Shrine of Abul Faiz Qalander Ali Suharwardi	Image 10	https://raufnawaz.github.io/Sufi-Shrines/photos/abul-faiz-qalander-ali-suharwardi/abul-faiz-qalander-ali-suharwardi-10.jpg	206	image/jpeg			1	alive
Shrine of Abul Faiz Qalander Ali Suharwardi	Image 2	https://raufnawaz.github.io/Sufi-Shrines/photos/abul-faiz-qalander-ali-suharwardi/abul-faiz-qalander-ali-suharwardi-02.jpg	206	image/jpeg			1	alive
Shrine of Abul Faiz Qalander Ali Suharwardi	Image 3	https://raufnawaz.github.io/Sufi-Shrines/photos/abul-faiz-qalander-ali-suharwardi/abul-faiz-qalander-ali-suharwardi-03.jpg	206	image/jpeg			1	alive
Shrine of Abul Faiz Qalander Ali Suharwardi	Image 4	https://raufnawaz.github.io/Sufi-Shrines/photos/abul-faiz-qalander-ali-suharwardi/abul-faiz-qalander-ali-suharwardi-04.jpg	206	image/jpeg			1	alive
Shrine of Abul Faiz Qalander Ali Suharwardi	Image 5	https://raufnawaz.github.io/Sufi-Shrines/photos/abul-faiz-qalander-ali-suharwardi/abul-faiz-qalander-ali-suharwardi-05.jpg	206	image/jpeg			1	alive
Shrine of Abul Faiz Qalander Ali Suharwardi	Image 6	https://raufnawaz.github.io/Sufi-Shrines/photos/abul-faiz-qalander-ali-suharwardi/abul-faiz-qalander-ali-suharwardi-06.jpg	206	image/jpeg			1	alive
Shrine of Abul Faiz Qalander Ali Suharwardi	Image 7	https://raufnawaz.github.io/Sufi-Shrines/photos/abul-faiz-qalander-ali-suharwardi/abul-faiz-qalander-ali-suharwardi-07.jpg	206	image/jpeg			1	alive
Shrine of Abul Faiz Qalander Ali Suharwardi	Image 8	https://raufnawaz.github.io/Sufi-Shrines/photos/abul-faiz-qalander-ali-suharwardi/abul-faiz-qalander-ali-suharwardi-08.jpg	206	image/jpeg			1	alive
Shrine of Abul Faiz Qalander Ali Suharwardi	Image 9	https://raufnawaz.github.io/Sufi-Shrines/photos/abul-faiz-qalander-ali-suharwardi/abul-faiz-qalander-ali-suharwardi-09.jpg	206	image/jpeg			1	alive
Shrine of Baba Shah Chiragh	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Shah_Chiragh_Chambers_Lahore.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/5/53/Shah_Chiragh_Chambers_Lahore.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	alive
Shrine of Bahauddin Zakariya	Image 1	https://i.tribune.com.pk/media/images/1298511-bahauddinzakariyacopy-1484676791/1298511-bahauddinzakariyacopy-1484676791.jpg	206	image/jpeg			1	alive
Shrine of Bibi Pak Daman	Image 1	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-01.jpg	206	image/jpeg			1	alive
Shrine of Bibi Pak Daman	Image 2	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-06.jpg	206	image/jpeg			1	alive
Shrine of Bibi Pak Daman	Image 3	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-03.jpg	206	image/jpeg			1	alive
Shrine of Bibi Pak Daman	Image 4	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-04.jpg	206	image/jpeg			1	alive
Shrine of Bibi Pak Daman	Image 5	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-07.jpg	206	image/jpeg			1	alive
Shrine of Bibi Pak Daman	Image 6	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-02.jpg	206	image/jpeg			1	alive
Shrine of Bibi Pak Daman	Image 7	https://raufnawaz.github.io/Sufi-Shrines/photos/bibi-pak-daman/bibi-pak-daman-05.jpg	206	image/jpeg			1	alive
Shrine of Fariduddin Ganjshakar	Image 1	https://upload.wikimedia.org/wikipedia/commons/0/0c/Darbar_Hazrat_Baba_Farid_ud_Deen_Ganj_Shakar_Rahmatullah_Alaih_-_panoramio.jpg	206	image/jpeg			4	alive
Shrine of Ganj e Inayat Sarkar	Image 1	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-01.jpg	206	image/jpeg			1	alive
Shrine of Ganj e Inayat Sarkar	Image 2	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-02.jpg	206	image/jpeg			1	alive
Shrine of Ganj e Inayat Sarkar	Image 3	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-03.jpg	206	image/jpeg			1	alive
Shrine of Ganj e Inayat Sarkar	Image 4	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-04.jpg	206	image/jpeg			1	alive
Shrine of Ganj e Inayat Sarkar	Image 5	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-05.jpg	206	image/jpeg			1	alive
Shrine of Ganj e Inayat Sarkar	Image 6	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-06.jpg	206	image/jpeg			1	alive
Shrine of Ganj e Inayat Sarkar	Image 7	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-07.jpg	206	image/jpeg			1	alive
Shrine of Ganj e Inayat Sarkar	Image 8	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-08.jpg	206	image/jpeg			1	alive
Shrine of Ganj e Inayat Sarkar	Image 9	https://raufnawaz.github.io/Sufi-Shrines/photos/ganj-e-inayat-sarkar/ganj-e-inayat-sarkar-09.jpg	206	image/jpeg			1	alive
Shrine of Hafiz Muhammad Jamal Multani	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Shrine_of_Hazrat_Hafiz_Muhammad_Jamal_Multani_by_Usman_ghani.jpg	429	text/html	https://upload.wikimedia.org/wikipedia/commons/1/11/Shrine_of_Hazrat_Hafiz_Muhammad_Jamal_Multani_by_Usman_ghani.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	unknown
Shrine of Hazrat Madho Lal Hussain (Shah Hussain Darbar)	Image 1	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-01.jpg	206	image/jpeg			1	alive
Shrine of Hazrat Madho Lal Hussain (Shah Hussain Darbar)	Image 10	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-10.jpg	206	image/jpeg			1	alive
Shrine of Hazrat Madho Lal Hussain (Shah Hussain Darbar)	Image 2	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-02.jpg	206	image/jpeg			1	alive
Shrine of Hazrat Madho Lal Hussain (Shah Hussain Darbar)	Image 3	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-03.jpg	206	image/jpeg			1	alive
Shrine of Hazrat Madho Lal Hussain (Shah Hussain Darbar)	Image 4	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-04.jpg	206	image/jpeg			1	alive
Shrine of Hazrat Madho Lal Hussain (Shah Hussain Darbar)	Image 5	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-05.jpg	206	image/jpeg			1	alive
Shrine of Hazrat Madho Lal Hussain (Shah Hussain Darbar)	Image 6	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-06.jpg	206	image/jpeg			1	alive
Shrine of Hazrat Madho Lal Hussain (Shah Hussain Darbar)	Image 7	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-07.jpg	206	image/jpeg			1	alive
Shrine of Hazrat Madho Lal Hussain (Shah Hussain Darbar)	Image 8	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-08.jpg	206	image/jpeg			1	alive
Shrine of Hazrat Madho Lal Hussain (Shah Hussain Darbar)	Image 9	https://raufnawaz.github.io/Sufi-Shrines/photos/madho-lal-hussain/madho-lal-hussain-09.jpg	206	image/jpeg			1	alive
Shrine of Hazrat Shah Ali Akbar (Shah Ali Akbar Shamsi)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Tomb_of_Shah_Ali_Akbar.jpg	429	text/html	https://upload.wikimedia.org/wikipedia/commons/f/fa/Tomb_of_Shah_Ali_Akbar.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	unknown
Shrine of Hazrat Shah Ali Akbar (Shah Ali Akbar Shamsi)	Image 2	https://commons.wikimedia.org/wiki/Special:FilePath/Inner_view_of_Tomb_of_Shah_Ali_Akbar,_Multan.jpg	429	text/html	https://upload.wikimedia.org/wikipedia/commons/4/40/Inner_view_of_Tomb_of_Shah_Ali_Akbar%2C_Multan.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		4	unknown
Shrine of Imam Ali-ul-Haq	Image 1	https://www.thpsc.com/wp-content/uploads/2015/03/Imam-Ali-ul-Haq-shrine.jpg	206	image/jpeg			1	alive
Shrine of Jalaluddin Surkh-Posh Bukhari (Jalaluddin Bukhari)	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Shrine_of_Hazrat_Jalaluddin_Bukhari_inside.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/7/70/Shrine_of_Hazrat_Jalaluddin_Bukhari_inside.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		2	alive
Shrine of Lakhi Shah Saddar	Image 1	https://upload.wikimedia.org/wikipedia/commons/d/d5/Shrine_of_Lucky_Shah_Sadar.jpg	206	image/jpeg			1	alive
Shrine of Makhdoom Jahaniyan Jahangasht	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Darbar_Makhdoom_Jahaniyan_Jahangasht.jpg	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/2/2d/Darbar_Makhdoom_Jahaniyan_Jahangasht.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		1	alive
Shrine of Mauj Darya Bukhari	Image 1	https://commons.wikimedia.org/wiki/Special:FilePath/Shrine_of_Mauj_Darya,_Lahore.JPG	206	image/jpeg	https://upload.wikimedia.org/wikipedia/commons/7/74/Shrine_of_Mauj_Darya%2C_Lahore.JPG?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original		3	alive
